SAO PAULO-SP,355030 ,APUCARANA-PR,410140 ,"491,7"
SAO PAULO-SP,355030 ,AQUIDABA-SE,280020 ,"1.792,9"
SAO PAULO-SP,355030 ,AQUIDAUANA-MS,500110 ,"1.002,5"
SAO PAULO-SP,355030 ,ARACAGI-PB,250080 ,"2.211,9"
SAO PAULO-SP,355030 ,ARACAJU-SE,280030 ,"1.731,6"
SAO PAULO-SP,355030 ,ARACARIGUAMA-SP,350275 ,"44,3"
SAO PAULO-SP,355030 ,ARACAS-BA,290205 ,"1.541,4"
SAO PAULO-SP,355030 ,ARACATI-CE,230110 ,"2.314,6"
SAO PAULO-SP,355030 ,ARACATU-BA,290200 ,"1.149,0"
SAO PAULO-SP,355030 ,ARACATUBA-SP,350280 ,"468,6"
SAO PAULO-SP,355030 ,ARACI-BA,290210 ,"1.582,2"
SAO PAULO-SP,355030 ,ARACITABA-MG,310330 ,"414,5"
SAO PAULO-SP,355030 ,ARACOIABA DA SERRA-SP,350290 ,"99,7"
SAO PAULO-SP,355030 ,ARACOIABA-PE,260105 ,"2.141,5"
SAO PAULO-SP,355030 ,ARACRUZ-ES,320060 ,"776,2"
SAO PAULO-SP,355030 ,ARACUAI-MG,310340 ,"882,9"
SAO PAULO-SP,355030 ,ARAGARCAS-GO,520170 ,"1.031,4"
SAO PAULO-SP,355030 ,ARAGOMINAS-TO,170130 ,"1.831,7"
SAO PAULO-SP,355030 ,ARAGUACEMA-TO,170190 ,"1.666,6"
SAO PAULO-SP,355030 ,ARAGUACU-TO,170200 ,"1.225,9"
SAO PAULO-SP,355030 ,ARAGUAIANA-MT,510100 ,"1.023,9"
SAO PAULO-SP,355030 ,ARAGUAINA-TO,170210 ,"1.824,6"
SAO PAULO-SP,355030 ,ARAGUANA-MA,210087 ,"2.291,5"
SAO PAULO-SP,355030 ,ARAGUARI-MG,310350 ,"566,8"
SAO PAULO-SP,355030 ,ARAIOSES-MA,210090 ,"2.351,1"
SAO PAULO-SP,355030 ,ARAL MOREIRA-MS,500124 ,"921,2"
SAO PAULO-SP,355030 ,ARAMARI-BA,290220 ,"1.536,0"
SAO PAULO-SP,355030 ,ARAME-MA,210095 ,"2.074,8"
SAO PAULO-SP,355030 ,ARAMINA-SP,350300 ,"400,9"
SAO PAULO-SP,355030 ,ARANDU-SP,350310 ,"249,9"
